DATASET_ID,SUBJECT_ID,SESSION_ID,TRIAL_ID,WALKING_SPEED
2,11,77,15,1.59
2,11,78,1,1.63
2,11,78,2,1.6
2,11,78,3,1.56
2,11,78,4,1.61
2,11,78,5,1.61
2,11,78,6,1.63
2,11,78,7,1.62
2,11,78,8,1.62
2,11,78,9,1.58
2,11,78,10,1.58
2,11,78,11,1.62
2,11,78,12,1.62
2,11,78,13,1.64
2,11,78,14,1.61
2,11,78,15,1.6
2,11,79,1,1.61
2,11,79,2,1.63
2,11,79,3,1.63
2,11,79,4,1.6
2,11,79,5,1.63
2,11,79,6,1.68
2,11,79,7,1.64
2,11,79,8,1.67
2,11,79,9,1.66
2,11,79,10,1.63
2,11,79,11,1.67
2,11,79,12,1.67
2,11,79,13,1.63
2,11,79,14,1.62
2,11,79,15,1.64
2,11,80,1,1.61
2,11,80,2,1.59
2,11,80,3,1.6
2,11,80,4,1.62
2,11,80,5,1.61
2,11,80,6,1.6
2,11,80,7,1.58
2,11,80,8,1.65
2,11,80,9,1.62
2,11,80,10,1.6
2,11,80,11,1.54
2,11,80,12,1.59
2,11,80,13,1.62
2,11,80,14,1.62
2,11,80,15,1.59
2,11,81,1,1.61
2,11,81,2,1.66
2,11,81,3,1.62
2,11,81,4,1.64
2,11,81,5,1.64
2,11,81,6,1.61
2,11,81,7,1.57
2,11,81,8,1.67
2,11,81,9,1.64
2,11,81,10,1.64
2,11,81,11,1.64
2,11,81,12,1.64
2,11,81,13,1.62
2,11,81,14,1.65
2,11,81,15,1.66
2,12,82,1,1.45
2,12,82,2,1.44
2,12,82,3,1.44
2,12,82,4,1.41
2,12,82,5,1.46
2,12,82,6,1.45
2,12,82,7,1.45
2,12,82,8,1.42
2,12,82,9,1.46
2,12,82,10,1.47
2,12,82,11,1.47
2,12,82,12,1.45
2,12,82,13,1.49
2,12,82,14,1.49
2,12,82,15,1.48
2,12,83,1,1.52
2,12,83,2,1.52
2,12,83,3,1.56
2,12,83,4,1.52
2,12,83,5,1.52
2,12,83,6,1.48
2,12,83,7,1.52
2,12,83,8,1.51
2,12,83,9,1.49
2,12,83,10,1.52
2,12,83,11,1.54
2,12,83,12,1.54
2,12,83,13,1.55
2,12,83,14,1.55
2,12,83,15,1.54
2,12,84,1,1.6
2,12,84,2,1.51
2,12,84,3,1.56
2,12,84,4,1.54
2,12,84,5,1.58
2,12,84,6,1.58
2,12,84,7,1.57
2,12,84,8,1.58
2,12,84,9,1.57
2,12,84,10,1.59
2,12,84,11,1.53
2,12,84,12,1.54
2,12,84,13,1.58
2,12,84,14,1.57
2,12,84,15,1.6
2,12,85,1,1.65
2,12,85,2,1.6
2,12,85,3,1.64
2,12,85,4,1.58
2,12,85,5,1.61
2,12,85,6,1.6
2,12,85,7,1.65
2,12,85,8,1.66
2,12,85,9,1.62
2,12,85,10,1.58
2,12,85,11,1.58
2,12,85,12,1.61
2,12,85,13,1.6
2,12,85,14,1.62
2,12,85,15,1.61
2,12,86,1,1.65
2,12,86,2,1.68
2,12,86,3,1.67
2,12,86,4,1.67
2,12,86,5,1.64
2,12,86,6,1.66
2,12,86,7,1.68
2,12,86,8,1.66
2,12,86,9,1.65
2,12,86,10,1.65
2,12,86,11,1.69
2,12,86,12,1.68
2,12,86,13,1.64
2,12,86,14,1.7
2,12,86,15,1.66
2,12,87,1,1.68
2,12,87,2,1.67
2,12,87,3,1.67
2,12,87,4,1.66
2,12,87,5,1.7
2,12,87,6,1.7
2,12,87,7,1.66
2,12,87,8,1.67
2,12,87,9,1.69
2,12,87,10,1.67
2,12,87,11,1.66
2,12,87,12,1.68
2,12,87,13,1.68
2,12,87,14,1.68
2,12,87,15,1.66
2,13,88,1,1.53
2,13,88,2,1.6
2,13,88,3,1.58
2,13,88,4,1.6
2,13,88,5,1.71
2,13,88,6,1.62
2,13,88,7,1.62
2,13,88,8,1.62
2,13,88,9,1.61
2,13,88,10,1.65
2,13,88,11,1.59
2,13,88,12,1.61
2,13,88,13,1.61
2,13,88,14,1.57
2,13,88,15,1.61
2,13,89,1,1.59
2,13,89,2,1.62
2,13,89,3,1.64
2,13,89,4,1.65
2,13,89,5,1.64
2,13,89,6,1.65
2,13,89,7,1.64
2,13,89,8,1.66
2,13,89,9,1.66
2,13,89,10,1.63
2,13,89,11,1.61
2,13,89,12,1.66
2,13,89,13,1.61
2,13,89,14,1.58
2,13,89,15,1.64
2,13,90,1,1.69
2,13,90,2,1.72
2,13,90,3,1.72
2,13,90,4,1.7
2,13,90,5,1.69
2,13,90,6,1.76
2,13,90,7,1.68
2,13,90,8,1.7
2,13,90,9,1.71
2,13,90,10,1.69
2,13,90,11,1.71
2,13,90,12,1.7
2,13,90,13,1.67
2,13,90,14,1.71
2,13,90,15,1.72
2,13,91,1,1.77
2,13,91,2,1.81
2,13,91,3,1.77
2,13,91,4,1.72
2,13,91,5,1.75
2,13,91,6,1.71
2,13,91,7,1.74
2,13,91,8,1.67
2,13,91,9,1.71
2,13,91,10,1.73
2,13,91,11,1.87
2,13,91,12,1.75
2,13,91,13,1.68
2,13,91,14,1.73
2,13,91,15,1.8
2,13,92,1,1.66
2,13,92,2,1.77
2,13,92,3,1.79
2,13,92,4,1.78
2,13,92,5,1.74
2,13,92,6,1.69
2,13,92,7,1.73
2,13,92,8,1.72
2,13,92,9,1.79
2,13,92,10,1.71
2,13,92,11,1.72
2,13,92,12,1.84
2,13,92,13,1.76
2,13,92,14,1.73
2,13,92,15,1.81
2,13,93,1,1.75
2,13,93,2,1.72
2,13,93,3,1.72
2,13,93,4,1.75
2,13,93,5,1.66
2,13,93,6,1.72
2,13,93,7,1.74
2,13,93,8,1.71
2,13,93,9,1.82
2,13,93,10,1.75
2,13,93,11,1.69
2,13,93,12,1.69
2,13,93,13,1.78
2,13,93,14,1.82
2,13,93,15,1.75
2,14,94,1,1.18
2,14,94,2,1.22
2,14,94,3,1.24
2,14,94,4,1.28
2,14,94,5,1.32
2,14,94,6,1.33
2,14,94,7,1.34
2,14,94,8,1.32
2,14,94,9,1.28
2,14,94,10,1.31
2,14,94,11,1.3
2,14,94,12,1.3
2,14,94,13,1.3
2,14,94,14,1.35
2,14,94,15,1.33
2,14,95,1,1.27
2,14,95,2,1.29
2,14,95,3,1.31
2,14,95,4,1.3
2,14,95,5,1.33
2,14,95,6,1.3
2,14,95,7,1.34
2,14,95,8,1.36
2,14,95,9,1.37
2,14,95,10,1.39
2,14,95,11,1.33
2,14,95,12,1.36
2,14,95,13,1.3
2,14,95,14,1.39
2,14,95,15,1.29
2,14,96,1,1.29
2,14,96,2,1.3
2,14,96,3,1.35
2,14,96,4,1.32
2,14,96,5,1.35
2,14,96,6,1.32
2,14,96,7,1.35
2,14,96,8,1.33
2,14,96,9,1.33
2,14,96,10,1.32
2,14,96,11,1.35
2,14,96,12,1.38
2,14,96,13,1.42
2,14,96,14,1.37
2,14,96,15,1.39
2,14,97,1,1.31
2,14,97,2,1.33
2,14,97,3,1.34
2,14,97,4,1.34
2,14,97,5,1.34
2,14,97,6,1.35
2,14,97,7,1.31
2,14,97,8,1.35
2,14,97,9,1.29
2,14,97,10,1.37
2,14,97,11,1.36
2,14,97,12,1.34
2,14,97,13,1.33
2,14,97,14,1.36
2,14,97,15,1.32
2,14,98,1,1.27
2,14,98,2,1.28
2,14,98,3,1.25
2,14,98,4,1.26
2,14,98,5,1.26
2,14,98,6,1.27
2,14,98,7,1.23
2,14,98,8,1.23
2,14,98,9,1.27
2,14,98,10,1.25
2,14,98,11,1.34
2,14,98,12,1.29
2,14,98,13,1.27
2,14,98,14,1.29
2,14,98,15,1.25
2,14,99,1,1.25
2,14,99,2,1.28
2,14,99,3,1.28
2,14,99,4,1.27
2,14,99,5,1.28
2,14,99,6,1.3
2,14,99,7,1.28
2,14,99,8,1.27
2,14,99,9,1.28
2,14,99,10,1.27
2,14,99,11,1.3
2,14,99,12,1.27
2,14,99,13,1.3
2,14,99,14,1.27
2,15,100,1,1.45
2,15,100,2,1.47
2,15,100,3,1.51
2,15,100,4,1.51
2,15,100,5,1.52
2,15,100,6,1.52
2,15,100,7,1.51
2,15,100,8,1.56
2,15,100,9,1.53
2,15,100,10,1.52
2,15,100,11,1.54
2,15,100,12,1.53
2,15,100,13,1.52
2,15,100,14,1.52
2,15,100,15,1.47
2,15,101,1,1.46
2,15,101,2,1.52
2,15,101,3,1.51
2,15,101,4,1.52
2,15,101,5,1.48
2,15,101,6,1.48
2,15,101,7,1.53
2,15,101,8,1.5
2,15,101,9,1.45
2,15,101,10,1.5
2,15,101,11,1.46
2,15,101,12,1.48
2,15,101,13,1.53
2,15,101,14,1.47
2,15,101,15,1.49
2,15,102,1,1.52
2,15,102,2,1.51
2,15,102,3,1.42
2,15,102,4,1.49
2,15,102,5,1.52
2,15,102,6,1.5
2,15,102,7,1.46
2,15,102,8,1.53
2,15,102,9,1.49
2,15,102,10,1.46
2,15,102,11,1.47
2,15,102,12,1.48
2,15,102,13,1.53
2,15,102,14,1.45
2,15,102,15,1.45
2,15,103,1,1.51
2,15,103,2,1.48
2,15,103,3,1.52
2,15,103,4,1.52
2,15,103,5,1.5
2,15,103,6,1.48
2,15,103,7,1.53
2,15,103,8,1.47
2,15,103,9,1.48
2,15,103,10,1.49
2,15,103,11,1.46
2,15,103,12,1.53
2,15,103,13,1.55
2,15,103,14,1.49
2,15,103,15,1.52
2,15,104,1,1.53
2,15,104,2,1.53
2,15,104,3,1.53
2,15,104,4,1.53
2,15,104,5,1.52
2,15,104,6,1.53
2,15,104,7,1.5
2,15,104,8,1.49
2,15,104,9,1.51
2,15,104,10,1.47
2,15,104,11,1.49
2,15,104,12,1.48
2,15,104,13,1.48
2,15,104,14,1.49
2,15,104,15,1.48
2,15,105,1,1.52
2,15,105,2,1.46
2,15,105,3,1.46
2,15,105,4,1.48
2,15,105,5,1.51
2,15,105,6,1.51
2,15,105,7,1.53
2,15,105,8,1.5
2,15,105,9,1.49
2,15,105,10,1.47
2,15,105,11,1.43
2,15,105,12,1.47
2,15,105,13,1.45
2,15,105,14,1.45
2,15,105,15,1.43
2,16,106,1,1.42
2,16,106,2,1.4
2,16,106,3,1.4
2,16,106,4,1.37
2,16,106,5,1.38
2,16,106,6,1.38
2,16,106,7,1.37
2,16,106,8,1.37
2,16,106,9,1.38
2,16,106,10,1.35
2,16,106,11,1.36
2,16,106,12,1.35
2,16,106,13,1.33
2,16,106,14,1.31
2,16,106,15,1.31
2,16,107,1,1.3
2,16,107,2,1.33
2,16,107,3,1.34
2,16,107,4,1.35
2,16,107,5,1.37
2,16,107,6,1.34
2,16,107,7,1.38
2,16,107,8,1.36
2,16,107,9,1.34
2,16,107,10,1.31
2,16,107,11,1.33
2,16,107,12,1.33
2,16,107,13,1.31
2,16,107,14,1.29
2,16,107,15,1.27
2,16,108,1,1.35
2,16,108,2,1.34
2,16,108,3,1.36
2,16,108,4,1.35
2,16,108,5,1.38
2,16,108,6,1.36
2,16,108,7,1.54
2,16,108,8,1.49
2,16,108,9,1.49
2,16,108,10,1.45
2,16,108,11,1.45
2,16,108,12,1.46
2,16,108,13,1.52
2,16,108,14,1.54
2,16,108,15,1.45
2,16,109,1,1.5
2,16,109,2,1.45
2,16,109,3,1.43
2,16,109,4,1.49
2,16,109,5,1.45
2,16,109,6,1.46
2,16,109,7,1.47
2,16,109,8,1.48
2,16,109,9,1.43
2,16,109,10,1.49
2,16,109,11,1.41
2,16,109,12,1.47
2,16,109,13,1.47
2,16,109,14,1.38
2,16,109,15,1.42
2,16,110,1,1.48
2,16,110,2,1.48
2,16,110,3,1.53
2,16,110,4,1.44
2,16,110,5,1.45
2,16,110,6,1.49
2,16,110,7,1.49
2,16,110,8,1.47
2,16,110,9,1.51
2,16,110,10,1.46
2,16,110,11,1.46
2,16,110,12,1.48
2,16,110,13,1.44
2,16,110,14,1.47
2,16,110,15,1.46
2,16,111,1,1.43
2,16,111,2,1.48
2,16,111,3,1.41
2,16,111,4,1.42
2,16,111,5,1.41
2,16,111,6,1.45
2,16,111,7,1.47
2,16,111,8,1.48
2,16,111,9,1.44
2,16,111,10,1.5
2,16,111,11,1.46
2,16,111,12,1.45
2,16,111,13,1.44
2,16,111,14,1.46
2,16,111,15,1.47
2,17,112,1,1.39
2,17,112,2,1.48
2,17,112,3,1.44
2,17,112,4,1.5
2,17,112,5,1.56
2,17,112,6,1.55
2,17,112,7,1.57
2,17,112,8,1.52
2,17,112,9,1.52
2,17,112,10,1.53
2,17,112,11,1.59
2,17,112,12,1.61
2,17,112,13,1.58
2,17,112,14,1.62
2,17,112,15,1.57
2,17,113,1,1.6
2,17,113,2,1.66
2,17,113,3,1.68
2,17,113,4,1.67
2,17,113,5,1.67
2,17,113,6,1.73
2,17,113,7,1.7
2,17,113,8,1.72
2,17,113,9,1.69
2,17,113,10,1.71
2,17,113,11,1.65
2,17,113,12,1.64
2,17,113,13,1.64
2,17,113,14,1.61
2,17,113,15,1.61
2,17,114,1,1.65
2,17,114,2,1.65
2,17,114,3,1.63
2,17,114,4,1.6
2,17,114,5,1.66
2,17,114,6,1.61
2,17,114,7,1.62
2,17,114,8,1.63
2,17,114,9,1.63
2,17,114,10,1.63
2,17,114,11,1.63
2,17,114,12,1.67
2,17,114,13,1.72
2,17,114,14,1.66
2,17,114,15,1.66
2,17,115,1,1.6
2,17,115,2,1.67
2,17,115,3,1.58
2,17,115,4,1.62
2,17,115,5,1.6
2,17,115,6,1.64
2,17,115,7,1.65
2,17,115,8,1.65
2,17,115,9,1.62
2,17,115,10,1.65
2,17,115,11,1.62
2,17,115,12,1.64
2,17,115,13,1.65
2,17,115,14,1.59
2,17,115,15,1.61
2,17,116,1,1.69
2,17,116,2,1.67
2,17,116,3,1.66
2,17,116,4,1.65
2,17,116,5,1.67
2,17,116,6,1.61
2,17,116,7,1.65
2,17,116,8,1.57
2,17,116,9,1.65
2,17,116,10,1.6
2,17,116,11,1.56
2,17,116,12,1.63
2,17,116,13,1.56
2,17,116,14,1.23
2,17,116,15,1.62
2,17,117,1,1.64
2,17,117,2,1.67
2,17,117,3,1.66
2,17,117,4,1.69
2,17,117,5,1.67
2,17,117,6,1.73
2,17,117,7,1.68
2,17,117,8,1.7
2,17,117,9,1.67
2,17,117,10,1.67
2,17,117,11,1.7
2,17,117,12,1.73
2,17,117,13,1.74
2,17,117,14,1.71
2,17,117,15,1.76
3,18,118,1,1.34
3,18,118,2,1.34
3,18,118,3,1.3
3,18,118,4,1.35
3,18,118,5,1.33
3,18,118,6,1.27
3,18,118,7,1.3
3,18,118,8,1.3
3,18,118,9,1.28
3,18,118,10,1.29
3,19,119,1,1.28
3,19,119,2,1.26
3,19,119,3,1.27
3,19,119,4,1.26
3,19,119,5,1.24
3,19,119,6,1.27
3,19,119,7,1.24
3,19,119,8,1.24
3,19,119,9,1.21
3,19,119,10,1.21
3,20,120,1,1.49
3,20,120,2,1.4
3,20,120,3,1.41
3,20,120,4,1.4
3,20,120,5,1.41
3,20,120,6,1.4
3,20,120,7,1.39
3,20,120,8,1.42
3,20,120,9,1.44
3,20,120,10,1.38
3,20,121,1,1.34
3,20,121,2,1.31
3,20,121,3,1.27
3,20,121,4,1.3
3,20,121,5,1.3
3,20,121,6,1.3
3,20,121,7,1.25
3,20,121,8,1.3
3,20,121,9,1.28
3,20,121,10,1.29
3,21,122,1,1.6
3,21,122,2,1.58
3,21,122,3,1.63
3,21,122,4,1.62
3,21,122,5,1.6
3,21,122,6,1.57
3,21,122,7,1.59
3,21,122,8,1.55
3,21,122,9,1.58
3,22,123,1,1.54
3,22,123,2,1.51
3,22,123,3,1.53
3,22,123,4,1.57
3,22,123,5,1.53
3,22,123,6,1.53
3,22,123,7,1.55
3,22,123,8,1.52
3,22,123,9,1.54
3,22,123,10,1.59
3,23,124,1,1.19
3,23,124,2,1.22
3,23,124,3,1.3
3,23,124,4,1.3
3,23,124,5,1.21
3,23,124,6,1.26
3,23,124,7,1.25
3,23,124,8,1.23
3,23,124,9,1.26
3,23,124,10,1.23
3,24,125,1,1.38
3,24,125,2,1.34
3,24,125,3,1.36
3,24,125,4,1.36
3,24,125,5,1.35
3,24,125,6,1.39
3,24,125,7,1.32
3,24,125,8,1.32
3,24,125,9,1.32
3,24,125,10,1.34
3,24,126,1,1.55
3,24,126,2,1.57
3,24,126,3,1.58
3,24,126,4,1.6
3,24,126,5,1.54
3,24,126,6,1.55
3,24,126,7,1.54
3,24,126,8,1.58
3,24,126,9,1.57
3,24,126,10,1.57
3,25,127,1,1.3
3,25,127,2,1.27
3,25,127,3,1.22
3,25,127,4,1.2
3,25,127,5,1.26
3,25,127,6,1.3
3,25,127,7,1.27
3,25,127,8,1.24
3,25,127,9,1.29
3,25,127,10,1.26
3,25,128,1,1.14
3,25,128,2,1.18
3,25,128,3,1.17
3,25,128,4,1.2
3,25,128,5,1.23
3,25,128,6,1.19
3,25,128,7,1.19
3,25,128,8,1.17
3,25,128,9,1.22
3,25,128,10,1.19
3,26,129,1,1.35
3,26,129,2,1.4
3,26,129,3,1.3
3,26,129,4,1.36
3,26,129,5,1.32
3,26,129,6,1.27
3,26,129,7,1.29
3,26,129,8,1.32
3,26,129,9,1.35
3,26,129,10,1.3
3,27,130,1,1.31
3,27,130,2,1.3
3,27,130,3,1.33
3,27,130,4,1.34
3,27,130,5,1.28
3,27,130,6,1.32
3,27,130,7,1.3
3,27,130,8,1.32
3,27,130,9,1.32
3,27,131,1,1.44
3,27,131,2,1.41
3,27,131,3,1.41
3,27,131,4,1.41
3,27,131,5,1.41
3,27,131,6,1.42
3,27,131,7,1.43
3,27,131,8,1.48
3,27,131,9,1.42
3,27,131,10,1.47
3,28,132,1,1.37
3,28,132,2,1.36
3,28,132,3,1.33
3,28,132,4,1.36
3,28,132,5,1.36
3,28,132,6,1.34
3,28,132,7,1.33
3,28,132,8,1.32
3,28,132,9,1.35
3,28,132,10,1.31
3,29,133,1,1.13
3,29,133,2,1.1
3,29,133,3,1.09
3,29,133,4,1.11
3,29,133,5,1.12
3,29,133,6,1.08
3,29,133,7,1.08
3,29,133,8,1.08
3,29,133,9,1.05
3,29,133,10,1.06
3,30,134,1,1.43
3,30,134,2,1.42
3,30,134,3,1.39
3,30,134,4,1.4
3,30,134,5,1.37
3,30,134,6,1.38
3,30,134,7,1.42
3,30,134,8,1.38
3,30,134,9,1.41
3,30,134,10,1.4
3,31,135,1,1.15
3,31,135,2,1.18
3,31,135,3,1.18
3,31,135,4,1.17
3,31,135,5,1.17
3,31,135,6,1.19
3,31,135,7,1.16
3,31,135,8,1.12
3,31,135,9,1.19
3,31,135,10,1.21
3,32,136,1,1.38
3,32,136,2,1.36
3,32,136,3,1.37
3,32,136,4,1.39
3,32,136,5,1.33
3,32,136,6,1.34
3,32,136,7,1.34
3,32,136,8,1.38
3,32,136,9,1.36
3,32,136,10,1.34
3,32,137,1,1.4
3,32,137,2,1.41
3,32,137,3,1.4
3,32,137,4,1.37
3,32,137,5,1.4
3,32,137,6,1.37
3,32,137,7,1.38
3,32,137,8,1.39
3,32,137,9,1.38
3,32,137,10,1.41
3,33,138,1,1.29
3,33,138,2,1.34
3,33,138,3,1.31
3,33,138,4,1.36
3,33,138,5,1.37
3,33,138,6,1.35
3,33,138,7,1.37
3,33,138,8,1.37
3,33,138,9,1.34
3,33,138,10,1.3
3,33,139,1,1.31
3,33,139,2,1.36
3,33,139,3,1.3
3,33,139,4,1.31
3,33,139,5,1.32
3,33,139,6,1.3
3,33,139,7,1.26
3,33,139,8,1.29
3,33,139,9,1.3
3,33,139,10,1.3
3,34,140,1,1.79
3,34,140,2,1.68
3,34,140,3,1.71
3,34,140,4,1.74
3,34,140,5,1.7
3,34,140,6,1.7
3,34,140,7,1.8
3,34,140,8,1.63
3,34,140,9,1.71
3,34,140,10,1.67
3,34,141,1,1.4
3,34,141,2,1.38
3,34,141,3,1.5
3,34,141,4,1.41
3,34,141,5,1.38
3,34,141,6,1.45
3,34,141,7,1.48
3,34,141,8,1.56
3,34,141,9,1.49
3,34,141,10,1.56
3,35,142,1,1.26
3,35,142,2,1.34
3,35,142,3,1.31
3,35,142,4,1.32
3,35,142,5,1.36
3,35,142,6,1.37
3,35,142,7,1.36
3,35,142,8,1.33
3,35,142,9,1.31
3,35,142,10,1.35
3,35,143,1,1.34
3,35,143,2,1.37
3,35,143,3,1.31
3,35,143,4,1.28
3,35,143,5,1.28
3,35,143,6,1.28
3,35,143,7,1.28
3,35,143,8,1.32
3,35,143,9,1.27
3,35,143,10,1.3
3,36,144,1,1.27
3,36,144,2,1.28
3,36,144,3,1.24
3,36,144,4,1.29
3,36,144,5,1.23
3,36,144,6,1.25
3,36,144,7,1.26
3,36,144,8,1.25
3,36,144,9,1.26
3,36,144,10,1.25
3,37,145,1,1.35
3,37,145,2,1.33
3,37,145,3,1.37
3,37,145,4,1.37
3,37,145,5,1.31
3,37,145,6,1.31
3,37,145,7,1.35
3,37,145,8,1.34
3,37,145,9,1.33
3,37,145,10,1.34
3,38,146,1,1.2
3,38,146,2,1.21
3,38,146,3,1.22
3,38,146,4,1.18
3,38,146,5,1.15
3,38,146,6,1.15
3,38,146,7,1.17
3,38,146,8,0.61
3,38,146,9,0.59
3,38,146,10,0.6
3,38,147,1,1.3
3,38,147,2,1.32
3,38,147,3,1.32
3,38,147,4,1.27
3,38,147,5,1.29
3,38,147,6,1.27
3,38,147,7,1.26
3,38,147,8,1.3
3,38,147,9,1.3
3,38,147,10,1.28
3,39,148,1,1.36
3,39,148,2,1.37
3,39,148,3,1.34
3,39,148,4,1.38
3,39,148,5,1.37
3,39,148,6,1.39
3,39,148,7,1.4
3,39,148,8,1.34
3,39,148,9,1.39
3,39,148,10,1.4
3,40,149,1,0.58
3,40,149,2,0.57
3,40,149,3,0.58
3,40,149,4,1.43
3,40,149,5,1.41
3,40,149,6,1.4
3,40,149,7,1.37
3,40,149,8,1.39
3,40,149,9,1.39
3,40,149,10,1.43
3,41,150,1,1.16
3,41,150,2,1.18
3,41,150,3,1.2
3,41,150,4,1.25
3,41,150,5,1.23
3,41,150,6,1.19
3,41,150,7,1.23
3,41,150,8,1.19
3,41,150,9,1.2
3,41,150,10,1.23
3,41,151,1,1.22
3,41,151,2,1.24
3,41,151,3,1.25
3,41,151,4,1.21
3,41,151,5,1.21
3,41,151,6,1.24
3,41,151,7,1.24
3,41,151,8,1.21
3,41,151,9,1.22
3,41,151,10,1.24
3,42,152,1,1.29
3,42,152,2,1.3
3,42,152,3,1.34
3,42,152,4,1.3
3,42,152,5,1.26
3,42,152,6,1.28
3,42,152,7,1.29
3,42,152,8,1.3
3,42,152,9,1.31
3,42,152,10,1.29
3,43,153,1,1.33
3,43,153,2,1.28
3,43,153,3,1.33
3,43,153,4,1.31
3,43,153,5,1.33
3,43,153,6,1.29
3,43,153,7,1.26
3,43,153,8,1.31
3,43,153,9,1.35
3,43,153,10,1.32
3,44,154,1,1.29
3,44,154,2,1.27
3,44,154,3,1.28
3,44,154,4,1.32
3,44,154,5,1.33
3,44,154,6,1.29
3,44,154,7,1.35
3,44,154,8,1.28
3,44,154,9,1.35
3,44,154,10,1.34
3,45,155,1,1.53
3,45,155,2,1.54
3,45,155,3,1.6
3,45,155,4,1.55
3,45,155,5,1.52
3,45,155,6,1.52
3,45,155,7,1.51
3,45,155,8,1.5
3,45,155,9,1.5
3,45,155,10,1.52
3,46,156,1,1.31
3,46,156,2,1.41
3,46,156,3,1.39
3,46,156,4,1.35
3,46,156,5,1.36
3,46,156,6,1.34
3,46,156,7,1.39
3,46,156,8,1.36
3,46,156,9,1.35
3,46,156,10,1.4
3,47,157,1,1.28
3,47,157,2,1.29
3,47,157,3,1.28
3,47,157,4,1.27
3,47,157,5,1.25
3,47,157,6,1.26
3,47,157,7,1.28
3,47,157,8,1.28
3,47,157,9,1.28
3,47,157,10,1.27
3,47,158,1,1.39
3,47,158,2,1.39
3,47,158,3,1.39
3,47,158,4,1.34
3,47,158,5,1.32
3,47,158,6,1.33
3,47,158,7,1.33
3,47,158,8,1.31
3,47,158,9,1.34
3,47,158,10,1.34
3,48,159,1,1.61
3,48,159,2,1.63
3,48,159,3,1.61
3,48,159,4,1.73
3,48,159,5,1.75
3,48,159,6,1.69
3,48,159,7,1.68
3,48,159,8,1.67
3,48,159,9,1.66
3,48,159,10,1.73
3,49,160,1,1.27
3,49,160,2,1.28
3,49,160,3,1.28
3,49,160,4,1.28
3,49,160,5,1.28
3,49,160,6,1.26
3,49,160,7,1.26
3,49,160,8,1.28
3,49,160,9,1.27
3,49,160,10,1.28
3,49,161,1,1.35
3,49,161,2,1.3
3,49,161,3,1.32
3,49,161,4,1.3
3,49,161,5,1.32
3,49,161,6,1.3
3,49,161,7,1.29
3,49,161,8,1.29
3,49,161,9,1.32
3,49,161,10,1.3
3,50,162,1,1.41
3,50,162,2,1.44
3,50,162,3,1.45
3,50,162,4,1.41
3,50,162,5,1.41
3,50,162,6,1.45
3,50,162,7,1.45
3,50,162,8,1.44
3,50,162,9,1.42
3,50,162,10,1.47
3,51,163,1,1.43
3,51,163,2,1.44
3,51,163,3,1.48
3,51,163,4,1.4
3,51,163,5,1.45
3,51,163,6,1.49
3,51,163,7,1.51
3,51,163,8,1.54
3,51,163,9,1.57
3,51,163,10,1.54
3,51,164,1,1.33
3,51,164,2,1.38
3,51,164,3,1.4
3,51,164,4,1.4
3,51,164,5,1.37
3,51,164,6,1.37
3,51,164,7,1.37
3,51,164,8,1.35
3,51,164,9,1.38
3,51,164,10,1.36
3,52,165,1,1.35
3,52,165,2,1.31
3,52,165,3,1.37
3,52,165,4,1.38
3,52,165,5,1.31
3,52,165,6,1.34
3,52,165,7,1.31
3,52,165,8,1.29
3,52,165,9,1.32
3,52,165,10,1.3
3,53,166,1,1.45
3,53,166,2,1.45
3,53,166,3,1.48
3,53,166,4,1.49
3,53,166,5,1.51
3,53,166,6,1.53
3,53,166,7,1.48
3,53,166,8,1.53
3,53,166,9,1.51
3,53,166,10,1.53
3,54,167,1,1.33
3,54,167,2,1.34
3,54,167,3,1.31
3,54,167,4,1.29
3,54,167,5,1.3
3,54,167,6,1.3
3,54,167,7,1.33
3,54,167,8,1.28
3,54,167,9,1.29
3,54,167,10,1.31
3,54,168,1,1.28
3,54,168,2,1.29
3,54,168,3,1.28
3,54,168,4,1.3
3,54,168,5,1.28
3,54,168,6,1.28
3,54,168,7,1.3
3,54,168,8,1.28
3,54,168,9,1.31
3,54,168,10,1.29
3,55,169,1,1.41
3,55,169,2,1.38
3,55,169,3,1.36
3,55,169,4,1.36
3,55,169,5,1.32
3,55,169,6,1.37
3,55,169,7,1.29
3,55,169,8,1.29
3,55,169,9,1.4
3,55,169,10,1.33
3,55,170,1,1.37
3,55,170,2,1.35
3,55,170,3,1.35
3,55,170,4,1.42
3,55,170,5,1.32
3,55,170,6,1.34
3,55,170,7,1.38
3,55,170,8,1.35
3,55,170,9,1.35
3,55,170,10,1.34
3,56,171,1,1.31
3,56,171,2,1.27
3,56,171,3,1.35
3,56,171,4,1.37
3,56,171,5,1.38
3,56,171,6,1.39
3,56,171,7,1.43
3,56,171,8,1.42
3,56,171,9,1.41
3,56,171,10,1.44
3,56,172,1,1.46
3,56,172,2,1.43
3,56,172,3,1.49
3,56,172,4,1.42
3,56,172,5,1.43
3,56,172,6,1.43
3,56,172,7,1.47
3,56,172,8,1.46
3,56,172,9,1.41
3,56,172,10,1.42
3,57,173,1,1.38
3,57,173,2,1.38
3,57,173,3,1.39
3,57,173,4,1.45
3,57,173,5,1.38
3,57,173,6,1.44
3,57,173,7,1.41
3,57,173,8,1.42
3,57,173,9,1.49
3,57,173,10,1.51
3,57,174,1,1.36
3,57,174,2,1.38
3,57,174,3,1.37
3,57,174,4,1.35
