DATASET_ID,SUBJECT_ID,SESSION_ID,TRIAL_ID,WALKING_SPEED
2,9,65,4,1.72
2,9,65,5,1.76
2,9,65,6,1.69
2,9,65,7,1.66
2,9,65,8,1.64
2,9,65,9,1.72
2,9,65,10,1.68
2,9,65,11,1.68
2,9,65,12,1.61
2,9,65,13,1.7
2,9,65,14,1.71
2,9,65,15,1.65
2,9,66,1,1.71
2,9,66,2,1.78
2,9,66,3,1.71
2,9,66,4,1.7
2,9,66,5,1.72
2,9,66,6,1.66
2,9,66,7,1.66
2,9,66,8,1.62
2,9,66,9,1.6
2,9,66,10,1.7
2,9,66,11,1.65
2,9,66,12,1.61
2,9,66,13,1.61
2,9,66,14,1.72
2,9,66,15,1.75
2,9,67,1,1.6
2,9,67,2,1.61
2,9,67,3,1.68
2,9,67,4,1.62
2,9,67,5,1.61
2,9,67,6,1.52
2,9,67,7,1.55
2,9,67,8,1.61
2,9,67,9,1.66
2,9,67,10,1.63
2,9,67,11,1.56
2,9,67,12,1.64
2,9,67,13,1.57
2,9,67,14,1.6
2,9,67,15,1.66
2,9,68,1,1.74
2,9,68,2,1.67
2,9,68,3,1.69
2,9,68,4,1.7
2,9,68,5,1.7
2,9,68,6,1.66
2,9,68,7,1.64
2,9,68,8,1.72
2,9,68,9,1.68
2,9,68,10,1.63
2,9,68,11,1.59
2,9,68,12,1.71
2,9,68,13,1.59
2,9,68,14,1.63
2,9,68,15,1.59
2,9,69,1,1.58
2,9,69,2,1.61
2,9,69,3,1.61
2,9,69,4,1.63
2,9,69,5,1.64
2,9,69,6,1.57
2,9,69,7,1.59
2,9,69,8,1.61
2,9,69,9,1.57
2,9,69,10,1.55
2,9,69,11,1.62
2,9,69,12,1.56
2,9,69,13,1.58
2,9,69,14,1.56
2,9,69,15,1.52
2,10,70,1,1.42
2,10,70,2,1.38
2,10,70,3,1.36
2,10,70,4,1.39
2,10,70,5,1.37
2,10,70,6,1.36
2,10,70,7,1.37
2,10,70,8,1.35
2,10,70,9,1.36
2,10,70,10,1.33
2,10,70,11,1.37
2,10,70,12,1.37
2,10,70,13,1.36
2,10,70,14,1.41
2,10,71,1,1.36
2,10,71,2,1.37
2,10,71,3,1.38
2,10,71,4,1.38
2,10,71,5,1.35
2,10,71,6,1.38
2,10,71,7,1.36
2,10,71,8,1.36
2,10,71,9,1.39
2,10,71,10,1.36
2,10,71,11,1.39
2,10,71,12,1.36
2,10,71,13,1.37
2,10,71,14,1.38
2,10,71,15,1.38
2,10,72,1,1.35
2,10,72,2,1.36
2,10,72,3,1.37
2,10,72,4,1.36
2,10,72,5,1.36
2,10,72,6,1.4
2,10,72,7,1.38
2,10,72,8,1.37
2,10,72,9,1.4
2,10,72,10,1.39
2,10,72,11,1.36
2,10,72,12,1.38
2,10,72,13,1.35
2,10,72,14,1.36
2,10,73,1,1.4
2,10,73,2,1.37
2,10,73,3,1.34
2,10,73,4,1.35
2,10,73,5,1.36
2,10,73,6,1.34
2,10,73,7,1.32
2,10,73,8,1.38
2,10,73,9,1.37
2,10,73,10,1.39
2,10,73,11,1.37
2,10,73,12,1.37
2,10,73,13,1.4
2,10,73,14,1.39
2,10,73,15,1.4
2,10,74,1,1.37
2,10,74,2,1.35
2,10,74,3,1.38
2,10,74,4,1.33
2,10,74,5,1.37
2,10,74,6,1.38
2,10,74,7,1.35
2,10,74,8,1.39
2,10,74,9,1.36
2,10,74,10,1.36
2,10,74,11,1.4
2,10,74,12,1.32
2,10,74,13,1.43
2,10,74,14,1.43
2,10,74,15,1.43
2,10,75,1,1.31
2,10,75,2,1.37
2,10,75,3,1.39
2,10,75,4,1.38
2,10,75,5,1.41
2,10,75,6,1.43
2,10,75,7,1.42
2,10,75,8,1.39
2,10,75,9,1.42
2,10,75,10,1.46
2,10,75,11,1.39
2,10,75,12,1.38
2,10,75,13,1.43
2,10,75,14,1.43
2,11,76,1,1.56
2,11,76,2,1.65
2,11,76,3,1.57
2,11,76,4,1.63
2,11,76,5,1.55
2,11,76,6,1.59
2,11,76,7,1.64
2,11,76,8,1.68
2,11,76,9,1.61
2,11,76,10,1.63
2,11,76,11,1.62
2,11,76,12,1.64
2,11,76,13,1.68
2,11,76,14,1.64
2,11,76,15,1.62
2,11,77,1,1.61
2,11,77,2,1.55
2,11,77,3,1.52
2,11,77,4,1.59
2,11,77,5,1.55
2,11,77,6,1.6
2,11,77,7,1.57
2,11,77,8,1.59
2,11,77,9,1.56
2,11,77,10,1.57
2,11,77,11,1.63
2,11,77,12,1.64
2,11,77,13,1.62
2,11,77,14,1.6
